DhakaStreet,90.439927,23.698002,90.439362,23.69793,0,0.13989
DhakaStreet,90.440245,23.696805,90.439399,23.696525,0,0.23306
DhakaStreet,90.440335,23.696247,90.43944,23.696037,0,0.22657
DhakaStreet,90.439877,23.695764,90.439555,23.695676,0,0.08220
DhakaStreet,90.439555,23.695676,90.439847,23.69508,0,0.17472
DhakaStreet,90.439582,23.708061,90.439797,23.708237,0,0.07054
DhakaStreet,90.439469,23.707887,90.440119,23.707581,0,0.17857
DhakaStreet,90.439267,23.707778,90.439772,23.70754,0,0.13880
DhakaStreet,90.439204,23.693023,90.439897,23.693089,0,0.20611
DhakaStreet,90.439706,23.713187,90.43931,23.714326,90.43912,23.715637,0,0.67296
DhakaStreet,90.439913,23.712764,90.439649,23.712722,0,0.06533
DhakaStreet,90.439649,23.712722,90.4396,23.713157,90.439706,23.713187,0,0.14317
DhakaStreet,90.440083,23.697529,90.439064,23.697366,0,0.25361
DhakaStreet,90.439312,23.694492,90.439945,23.694671,0,0.16222
DhakaStreet,90.439305,23.693793,90.440133,23.694099,0,0.22269
DhakaStreet,90.439084,23.692095,90.439843,23.692197,0,0.18757
DhakaStreet,90.439781,23.691254,90.439723,23.691731,90.439509,23.691713,0,0.18078
DhakaStreet,90.43958,23.691154,90.439781,23.691254,0,0.05585
DhakaStreet,90.439567,23.690191,90.44002,23.690282,0,0.11360
DhakaStreet,90.440062,23.690035,90.439457,23.689927,90.439344,23.690039,0,0.20570
DhakaStreet,90.439866,23.689424,90.439514,23.689397,0,0.08671
DhakaStreet,90.439042,23.688919,90.439797,23.689171,0,0.20170
DhakaStreet,90.439894,23.688755,90.439405,23.688528,0,0.14415
DhakaStreet,90.439701,23.688217,90.439405,23.688528,0,0.10992
DhakaStreet,90.439526,23.688069,90.439701,23.688217,0,0.05807
DhakaStreet,90.439945,23.69074,90.439601,23.690732,0,0.08561
DhakaStreet,90.440121,23.689759,90.439457,23.68962,0,0.16644
DhakaStreet,90.404549,23.854996,90.404165,23.855442,0,0.15122
DhakaStreet,90.404976,23.854894,90.404772,23.855136,0,0.08153
DhakaStreet,90.404549,23.854996,90.404302,23.85488,90.403779,23.855145,0,0.21489
DhakaStreet,90.405226,23.854862,90.402232,23.858482,0,1.20855
DhakaStreet,90.440435,23.687022,90.437959,23.689659,0,0.92625
DhakaStreet,90.421641,23.724036,90.422334,23.72403,0,0.16950
DhakaStreet,90.414595,23.723966,90.414654,23.725025,0,0.28173
