DhakaStreet,90.404772,23.855136,90.404618,23.855031,0,0.04683
DhakaStreet,90.435171,23.832986,90.436729,23.833048,90.440514,23.833864,0,1.33287
DhakaStreet,90.439679,23.757944,90.440372,23.758086,0,0.18899
DhakaStreet,90.44006,23.758633,90.440045,23.759106,90.439165,23.759208,0,0.35324
DhakaStreet,90.439343,23.758291,90.439451,23.758554,90.44006,23.758633,0,0.22912
DhakaStreet,90.439794,23.756198,90.439349,23.756065,0,0.11468
DhakaStreet,90.438502,23.75353,90.439836,23.753559,0,0.32622
DhakaStreet,90.438543,23.751173,90.440236,23.75119,0,0.41410
DhakaStreet,90.440251,23.750526,90.438772,23.750494,0,0.36178
DhakaStreet,90.43862,23.762538,90.440781,23.762361,0,0.53056
DhakaStreet,90.440747,23.761861,90.4386,23.76202,0,0.52674
DhakaStreet,90.438563,23.761615,90.440157,23.761493,0,0.39112
DhakaStreet,90.440164,23.76109,90.438527,23.761222,0,0.40194
DhakaStreet,90.440251,23.760672,90.438492,23.760799,0,0.43154
DhakaStreet,90.439714,23.7603,90.439188,23.760343,0,0.12917
DhakaStreet,90.438508,23.753196,90.440222,23.753242,0,0.41932
DhakaStreet,90.438513,23.75289,90.440224,23.752915,0,0.41857
DhakaStreet,90.438518,23.752554,90.440226,23.752584,0,0.41897
DhakaStreet,90.438524,23.752248,90.440229,23.752252,0,0.41689
DhakaStreet,90.438532,23.751883,90.440231,23.751916,0,0.41562
DhakaStreet,90.438542,23.751515,90.440233,23.751546,0,0.41368
DhakaStreet,90.440243,23.750869,90.438767,23.750833,0,0.36126
DhakaStreet,90.439557,23.746638,90.440114,23.746656,0,0.13689
DhakaStreet,90.439483,23.746008,90.440163,23.746001,90.44018,23.745742,0,0.23612
DhakaStreet,90.439125,23.74507,90.439704,23.745075,0,0.14166
DhakaStreet,90.439973,23.741813,90.439558,23.741519,90.439213,23.741603,90.439341,23.742218,0,0.39769
DhakaStreet,90.439407,23.740996,90.439846,23.741065,0,0.10890
DhakaStreet,90.439389,23.740175,90.439955,23.740252,0,0.13990
DhakaStreet,90.439473,23.739937,90.439542,23.739508,90.439987,23.739608,0,0.23582
DhakaStreet,90.439957,23.735576,90.439918,23.735692,90.439374,23.735678,0,0.17292
DhakaStreet,90.438729,23.736921,90.439094,23.736662,90.440589,23.736556,0,0.48690
DhakaStreet,90.439723,23.746991,90.439617,23.746971,0,0.03248
DhakaStreet,90.439559,23.746499,90.440215,23.746405,0,0.18089
DhakaStreet,90.439517,23.746298,90.440451,23.746165,0,0.24575
DhakaStreet,90.439595,23.745222,90.439857,23.745197,0,0.06438
DhakaStreet,90.439274,23.744244,90.440131,23.744226,0,0.21002
DhakaStreet,90.440297,23.743784,90.439298,23.743673,0,0.24614
DhakaStreet,90.439371,23.743062,90.439759,23.743284,0,0.11181
DhakaStreet,90.439686,23.742417,90.439371,23.743062,0,0.18899
DhakaStreet,90.439024,23.741054,90.43981,23.741182,0,0.19526
DhakaStreet,90.439898,23.740996,90.439965,23.740795,90.439061,23.740641,0,0.28223
DhakaStreet,90.439473,23.739937,90.439975,23.739992,0,0.12457
DhakaStreet,90.439605,23.739408,90.440005,23.73946,0,0.09888
DhakaStreet,90.439139,23.73914,90.439839,23.739159,0,0.17615
DhakaStreet,90.439412,23.737918,90.439964,23.738745,0,0.25861
DhakaStreet,90.439831,23.737507,90.43947,23.737379,0,0.09453
DhakaStreet,90.440258,23.750193,90.438775,23.750172,0,0.36278
DhakaStreet,90.439996,23.749804,90.439624,23.749802,0,0.09090
DhakaStreet,90.439624,23.749802,90.43996,23.748377,0,0.38735
DhakaStreet,90.43996,23.748377,90.439511,23.7485,0,0.12440
DhakaStreet,90.439765,23.74754,90.439615,23.747533,0,0.03809
DhakaStreet,90.439657,23.736057,90.440591,23.736131,0,0.23043
DhakaStreet,90.439424,23.734386,90.439748,23.73436,0,0.07934
DhakaStreet,90.439394,23.734026,90.439743,23.733974,0,0.08711
DhakaStreet,90.439573,23.733476,90.439699,23.733502,90.439743,23.733974,0,0.16317
DhakaStreet,90.439607,23.730202,90.43978,23.729763,0,0.12446
DhakaStreet,90.439572,23.728042,90.440233,23.728233,0,0.16950
DhakaStreet,90.439658,23.730227,90.439707,23.73025,0,0.01335
DhakaStreet,90.439572,23.728042,90.439754,23.727625,0,0.11944
DhakaStreet,90.440443,23.71585,90.43912,23.715637,0,0.33621
DhakaStreet,90.43884,23.710988,90.439848,23.710801,0,0.25152
DhakaStreet,90.439184,23.691348,90.43973,23.691261,0,0.13617
DhakaStreet,90.439534,23.701374,90.439701,23.701393,0,0.04114
DhakaStreet,90.439026,23.700055,90.439833,23.700187,0,0.20143
DhakaStreet,90.439691,23.699064,90.439652,23.699215,0,0.04137
DhakaStreet,90.439436,23.69894,90.439691,23.699064,0,0.07783
